sequence,target_id,offset,char,depth,role,paired_target,paired_offset
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P061,161,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.22.P061,208
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P061,208,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.22.P061,161
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P063,106,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.22.P063,153
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P063,153,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.22.P063,106
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P065,127,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.22.P065,174
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P065,174,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.22.P065,127
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P070,103,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.22.P070,150
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P070,150,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.22.P070,103
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P072,112,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.22.P072,168
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P072,168,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.22.P072,112
PASSION24.HOUR.22:ref,PASSION24.HOUR.22.REF.P001,214,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.22.REF.P001,236
PASSION24.HOUR.22:ref,PASSION24.HOUR.22.REF.P001,236,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.22.REF.P001,214
PASSION24.HOUR.23:med,PASSION24.HOUR.23.P011,12,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.23.P018,133
PASSION24.HOUR.23:med,PASSION24.HOUR.23.P018,133,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.23.P011,12
PASSION24.HOUR.24:ref,PASSION24.HOUR.24.REF.P006,78,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.24.REF.P006,95
PASSION24.HOUR.24:ref,PASSION24.HOUR.24.REF.P006,95,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.24.REF.P006,78
PASSION24.HOUR.24:sub:0,PASSION24.HOUR.24.DESOL.P001,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.24.DESOL.P001,140
PASSION24.HOUR.24:sub:0,PASSION24.HOUR.24.DESOL.P001,140,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.24.DESOL.P001,0
PASSION24.HOUR.24:sub:0,PASSION24.HOUR.24.DESOL.P009,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.24.DESOL.P014,118
PASSION24.HOUR.24:sub:0,PASSION24.HOUR.24.DESOL.P014,118,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.24.DESOL.P009,0
PASSION24.HOUR.24:sub:0,PASSION24.HOUR.24.DESOL.P018,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.24.DESOL.P019,175
PASSION24.HOUR.24:sub:0,PASSION24.HOUR.24.DESOL.P019,175,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.24.DESOL.P018,0
PASSION24.HOUR.24:sub:0,PASSION24.HOUR.24.DESOL.P022,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.24.DESOL.P027,78
PASSION24.HOUR.24:sub:0,PASSION24.HOUR.24.DESOL.P027,78,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.24.DESOL.P022,0
PASSION24.HOUR.24:sub:0,PASSION24.HOUR.24.DESOL.P032,0,«,1,REPORTED_QUOTE_KEEP,PASSION24.HOUR.24.DESOL.P037,61
PASSION24.HOUR.24:sub:0,PASSION24.HOUR.24.DESOL.P037,61,»,1,REPORTED_QUOTE_KEEP,PASSION24.HOUR.24.DESOL.P032,0
PASSION24.HOUR.24:sub:0,PASSION24.HOUR.24.DESOL.P068,24,«,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.24.DESOL.P072,186
PASSION24.HOUR.24:sub:0,PASSION24.HOUR.24.DESOL.P072,186,»,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.24.DESOL.P068,24
PASSION24.HOUR.24:sub:0,PASSION24.HOUR.24.DESOL.P077,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.24.DESOL.P077,119
PASSION24.HOUR.24:sub:0,PASSION24.HOUR.24.DESOL.P077,119,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.24.DESOL.P077,0
PASSION24.PRAYER.AFTER_EACH_HOUR,PASSION24.PRAYER.AFTER_EACH_HOUR.P002,74,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.PRAYER.AFTER_EACH_HOUR.P002,82
PASSION24.PRAYER.AFTER_EACH_HOUR,PASSION24.PRAYER.AFTER_EACH_HOUR.P002,82,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.PRAYER.AFTER_EACH_HOUR.P002,74
PASSION24.PRAYER.AFTER_EACH_HOUR,PASSION24.PRAYER.AFTER_EACH_HOUR.P002,90,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.PRAYER.AFTER_EACH_HOUR.P002,102
PASSION24.PRAYER.AFTER_EACH_HOUR,PASSION24.PRAYER.AFTER_EACH_HOUR.P002,102,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.PRAYER.AFTER_EACH_HOUR.P002,90
PASSION24.PRAYER.AFTER_EACH_HOUR,PASSION24.PRAYER.AFTER_EACH_HOUR.P006,115,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.PRAYER.AFTER_EACH_HOUR.P006,129
PASSION24.PRAYER.AFTER_EACH_HOUR,PASSION24.PRAYER.AFTER_EACH_HOUR.P006,129,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.PRAYER.AFTER_EACH_HOUR.P006,115
PASSION24.PRAYER.AFTER_EACH_HOUR,PASSION24.PRAYER.AFTER_EACH_HOUR.P008,202,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.PRAYER.AFTER_EACH_HOUR.P008,214
PASSION24.PRAYER.AFTER_EACH_HOUR,PASSION24.PRAYER.AFTER_EACH_HOUR.P008,214,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.PRAYER.AFTER_EACH_HOUR.P008,202
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P004,97,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P015,95
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P015,95,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P004,97
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P017,83,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P018,15
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P018,15,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P017,83
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P020,13,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.SECTION.BENEFITS.P020,141
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P020,141,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.SECTION.BENEFITS.P020,13
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P021,11,«,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.SECTION.BENEFITS.P026,53
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P026,53,»,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.SECTION.BENEFITS.P021,11
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P029,66,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P034,211
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P034,211,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P029,66
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P037,12,«,1,REPORTED_QUOTE_KEEP,PASSION24.SECTION.BENEFITS.P047,120
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P047,120,»,1,REPORTED_QUOTE_KEEP,PASSION24.SECTION.BENEFITS.P037,12
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P055,230,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P055,308
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P055,308,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P055,230
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P056,12,«,1,REPORTED_QUOTE_KEEP,PASSION24.SECTION.BENEFITS.P057,21
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P057,21,»,1,REPORTED_QUOTE_KEEP,PASSION24.SECTION.BENEFITS.P056,12
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P057,35,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P057,391
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P057,391,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P057,35
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P078,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P086,202
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P086,202,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P078,0
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P089,121,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P093,91
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P093,91,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P089,121
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P095,64,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P102,194
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P102,194,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P095,64
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P102,208,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P103,61
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P103,61,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P102,208
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P106,40,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P106,118
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P106,118,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P106,40
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P107,12,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.SECTION.BENEFITS.P107,87
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P107,87,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.SECTION.BENEFITS.P107,12
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P108,12,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P108,368
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P108,368,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P108,12
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P110,12,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P116,216
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P116,216,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P110,12
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P118,59,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P120,150
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P120,150,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P118,59
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P122,59,«,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.SECTION.BENEFITS.P122,77
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P122,77,»,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.SECTION.BENEFITS.P122,59
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P125,69,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P131,133
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P131,133,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P125,69
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P133,99,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P136,156
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P136,156,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P133,99
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P136,178,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P139,77
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P139,77,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P136,178
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P143,229,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P149,139
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P149,139,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P143,229
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P153,63,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P159,187
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P159,187,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P153,63
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P162,27,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P163,330
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P163,330,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P162,27
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P165,20,«,1,REPORTED_QUOTE_KEEP,PASSION24.SECTION.BENEFITS.P166,108
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P166,108,»,1,REPORTED_QUOTE_KEEP,PASSION24.SECTION.BENEFITS.P165,20
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P167,33,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.SECTION.BENEFITS.P167,261
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P167,261,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.SECTION.BENEFITS.P167,33
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P169,12,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P173,100
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P173,100,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P169,12
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P175,107,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P176,251
PASSION24.SECTION.BENEFITS,PASSION24.SECTION.BENEFITS.P176,251,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.SECTION.BENEFITS.P175,107
PASSION24.TEXT.INTRODUCTION_PURPOSE:body,PASSION24.TEXT.INTRODUCTION_PURPOSE.BODY.P004,0,«,1,REPORTED_QUOTE_KEEP,PASSION24.TEXT.INTRODUCTION_PURPOSE.BODY.P013,113
PASSION24.TEXT.INTRODUCTION_PURPOSE:body,PASSION24.TEXT.INTRODUCTION_PURPOSE.BODY.P013,113,»,1,REPORTED_QUOTE_KEEP,PASSION24.TEXT.INTRODUCTION_PURPOSE.BODY.P004,0
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P018,438,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P028,203
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P028,203,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P018,438
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P037,38,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P043,182
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P043,182,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P037,38
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P046,12,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P059,171
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P059,171,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P046,12
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P066,193,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P068,200
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P068,200,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P066,193
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P079,24,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P085,89
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P085,89,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P079,24
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P091,33,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P111,176
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P111,176,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P091,33
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P114,27,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P114,213
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P114,213,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P114,27
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P115,64,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P123,64
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P123,64,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P115,64
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P124,30,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P124,276
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P124,276,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P124,30
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P125,41,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P128,288
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P128,288,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P125,41
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P131,12,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P139,355
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P139,355,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P131,12
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P143,12,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P146,75
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P146,75,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P143,12
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P148,142,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P158,126
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P158,126,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P148,142
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P159,96,«,1,REPORTED_QUOTE_KEEP,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P162,82
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P162,82,»,1,REPORTED_QUOTE_KEEP,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P159,96
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P163,19,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P168,84
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P168,84,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P163,19
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P172,69,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P183,52
PASSION24.TEXT.PART_III_DIVINE_PASSION:body,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P183,52,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P172,69
PASSION24.TEXT.PART_III_MARY_SORROWS:body,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P011,36,«,1,REPORTED_QUOTE_KEEP,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P013,60
PASSION24.TEXT.PART_III_MARY_SORROWS:body,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P013,60,»,1,REPORTED_QUOTE_KEEP,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P011,36
PASSION24.TEXT.PART_III_MARY_SORROWS:body,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P014,15,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P021,146
PASSION24.TEXT.PART_III_MARY_SORROWS:body,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P021,146,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P014,15
