target_id,start,end,role,reason
PASSION24.SECTION.BENEFITS.P139,77,78,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.SECTION.BENEFITS.P149,139,140,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.SECTION.BENEFITS.P153,63,64,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.SECTION.BENEFITS.P159,187,188,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.SECTION.BENEFITS.P163,330,331,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.SECTION.BENEFITS.P169,12,13,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.SECTION.BENEFITS.P173,100,101,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.SECTION.BENEFITS.P175,107,108,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.SECTION.BENEFITS.P176,251,252,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P028,203,204,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_CROSS_RECORD
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P043,182,183,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P046,12,13,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P059,171,172,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P068,200,201,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P079,24,25,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P085,89,90,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P091,33,34,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P111,176,177,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P115,64,65,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P123,64,65,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P128,288,289,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P131,12,13,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P139,355,356,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P146,75,76,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P158,126,127,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P168,84,85,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P183,52,53,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P021,146,147,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P026,229,230,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P032,229,230,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P043,376,377,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P004,97,98,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P013,95,96,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P015,83,84,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P016,15,16,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P032,211,212,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P049,107,108,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,UNBALANCED_SOURCE_OUTER_CLOSE_AFTER_DIVINE_TURN
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P053,230,231,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P053,308,309,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P055,35,36,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P055,391,392,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P075,0,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_TARGET_START
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P082,202,203,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_TARGET_START
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P089,91,92,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P091,64,65,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P097,194,195,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P097,208,209,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P098,61,62,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P101,40,41,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P101,118,119,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P103,12,13,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P103,368,369,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P105,12,13,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P111,216,217,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P115,150,151,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P126,133,134,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P131,156,157,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P131,178,179,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P134,77,78,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P144,139,140,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P148,63,64,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P154,187,188,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P158,330,331,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P164,12,13,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P168,100,101,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P170,107,108,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P171,251,252,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_01.BODY.P013,113,114,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_01.BODY.P014,16,17,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_01.BODY.P017,114,115,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_01.BODY.P021,12,13,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_01.BODY.P036,220,221,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_01.BODY.P047,317,318,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_CROSS_RECORD
PASSION24.TEXT.RELATED_HOUR_01.BODY.P052,49,50,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_CROSS_RECORD
PASSION24.TEXT.RELATED_HOUR_02.BODY.P010,51,52,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_03.BODY.P017,81,82,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_03.BODY.P033,207,208,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_04.BODY.P110,184,185,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_04.BODY.P121,118,119,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_04.BODY.P140,304,306,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_04.BODY.P146,12,13,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_04.BODY.P162,283,284,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_04.BODY.P175,114,116,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_CROSS_RECORD
PASSION24.TEXT.RELATED_HOUR_05.BODY.P014,378,379,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_05.BODY.P027,140,141,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_05.BODY.P040,265,266,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_06.BODY.P011,70,71,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_CROSS_RECORD
PASSION24.TEXT.RELATED_HOUR_06.BODY.P013,521,522,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_CROSS_RECORD
PASSION24.TEXT.RELATED_HOUR_06.BODY.P017,105,106,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_06.BODY.P033,110,111,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_06.BODY.P036,120,121,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_06.BODY.P036,163,164,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_06.BODY.P071,183,184,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_07.BODY.P036,42,43,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_07.BODY.P047,297,298,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_07.BODY.P065,162,163,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_CROSS_RECORD
PASSION24.TEXT.RELATED_HOUR_08.BODY.P021,122,123,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_08.BODY.P042,83,84,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_08.BODY.P051,76,77,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_09.BODY.P006,12,13,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_09.BODY.P017,139,140,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_09.BODY.P019,12,13,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_09.BODY.P021,147,148,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_10.BODY.P006,282,283,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_10.BODY.P009,267,268,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_10.BODY.P009,293,294,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_10.BODY.P009,566,567,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_11.BODY.P015,199,200,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_CROSS_RECORD
PASSION24.TEXT.RELATED_HOUR_11.BODY.P024,223,224,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_CROSS_RECORD
PASSION24.TEXT.RELATED_HOUR_11.BODY.P026,28,29,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_11.BODY.P036,98,99,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_11.BODY.P044,62,63,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_11.BODY.P047,26,27,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_11.BODY.P047,215,216,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_11.BODY.P049,60,61,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_11.BODY.P049,186,187,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_11.BODY.P065,110,111,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_11.BODY.P067,38,39,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_11.BODY.P069,277,278,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_11.BODY.P074,88,89,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_12.BODY.P006,162,163,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_12.BODY.P009,196,197,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_12.BODY.P020,187,188,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_13.BODY.P009,12,13,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_13.BODY.P013,162,163,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_13.BODY.P039,421,422,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_13.BODY.P043,385,386,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_14.BODY.P019,65,66,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_14.BODY.P031,134,135,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_15.BODY.P023,118,119,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_15.BODY.P036,259,260,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_15.BODY.P052,619,620,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_15.BODY.P072,278,279,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_15.BODY.P100,73,75,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_15.BODY.P109,425,426,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_15.BODY.P109,543,544,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_15.BODY.P113,130,131,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_15.BODY.P131,161,162,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_15.BODY.P134,93,94,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_CROSS_RECORD
PASSION24.TEXT.RELATED_HOUR_16.BODY.P017,210,211,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_16.BODY.P025,189,190,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_16.BODY.P047,139,140,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_CROSS_RECORD
PASSION24.TEXT.RELATED_HOUR_16.BODY.P059,150,151,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_16.BODY.P075,251,252,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_16.BODY.P082,320,321,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_16.BODY.P090,177,179,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_16.BODY.P096,248,250,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_CROSS_RECORD
PASSION24.TEXT.RELATED_HOUR_16.BODY.P098,17,18,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_16.BODY.P098,423,425,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_17.BODY.P026,115,116,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_17.BODY.P031,148,149,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_17.BODY.P032,101,102,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_17.BODY.P033,197,198,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_17.BODY.P034,315,316,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_17.BODY.P037,12,13,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_17.BODY.P045,355,356,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
