target_id,run_index,start,end,presentation_speaker,adjudicated
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P094,1,0,34,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P095,1,0,444,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P096,1,0,77,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P097,1,0,194,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P097,2,209,411,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P098,1,0,61,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P101,1,41,118,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P103,1,13,368,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P105,1,13,244,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P106,1,0,150,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P107,1,0,133,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P108,1,0,423,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P109,1,0,74,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P110,1,0,181,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P111,1,0,216,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P114,1,0,115,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P115,1,0,150,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P117,1,60,77,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P121,1,0,152,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P122,1,0,190,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P123,1,0,231,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P124,1,0,140,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P125,1,0,76,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P126,1,0,133,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P129,1,0,308,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P130,1,0,198,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P131,1,0,156,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P132,1,0,205,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P133,1,0,104,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P134,1,0,76,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P139,1,0,262,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P140,1,0,126,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P141,1,0,127,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P143,1,0,111,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P144,1,0,139,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P148,1,64,317,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P149,1,0,137,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P150,1,0,193,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P151,1,0,311,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P152,1,0,110,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P153,1,0,209,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P154,1,0,187,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P158,1,0,330,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P164,1,13,232,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P165,1,0,121,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P166,1,0,129,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P168,1,0,100,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P170,1,108,350,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P171,1,0,251,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P174,1,0,144,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P175,1,0,32,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P176,1,0,290,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P177,1,0,94,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P179,1,0,213,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P180,1,0,117,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P181,1,0,32,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P182,1,0,54,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P183,1,0,172,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P011,1,0,131,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P012,1,0,165,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P013,1,0,113,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P014,1,17,153,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P015,1,0,311,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P016,1,0,89,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P017,1,0,114,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P021,1,13,202,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P022,1,0,126,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P023,1,0,173,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P024,1,0,107,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P025,1,0,71,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P026,1,0,178,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P027,1,0,231,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P028,1,0,248,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P029,1,0,37,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P030,1,0,95,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P031,1,0,266,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P032,1,0,144,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P033,1,0,312,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P034,1,0,234,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P035,1,0,71,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P036,1,0,220,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P040,1,0,193,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P041,1,0,181,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P042,1,0,37,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P043,1,0,232,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P044,1,0,152,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P045,1,0,122,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P046,1,0,226,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P047,1,0,316,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P049,1,0,50,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P050,1,0,19,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P051,1,0,65,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_01.BODY.P052,1,0,49,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_02.BODY.P008,1,0,109,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_02.BODY.P009,1,0,109,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_02.BODY.P010,1,0,51,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_02.BODY.P011,1,264,347,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_02.BODY.P012,1,0,214,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_02.BODY.P013,1,0,231,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_02.BODY.P014,1,0,206,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_02.BODY.P015,1,0,266,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_02.BODY.P016,1,0,212,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_02.BODY.P017,1,0,122,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_03.BODY.P006,1,0,136,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_03.BODY.P007,1,0,19,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_03.BODY.P008,1,0,26,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_03.BODY.P009,1,0,57,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_03.BODY.P010,1,0,127,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_03.BODY.P011,1,0,123,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_03.BODY.P012,1,0,23,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_03.BODY.P013,1,0,62,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_03.BODY.P014,1,0,189,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_03.BODY.P015,1,0,127,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_03.BODY.P016,1,0,72,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_03.BODY.P017,1,0,81,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_03.BODY.P021,1,0,210,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_03.BODY.P022,1,0,87,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_03.BODY.P023,1,0,68,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_03.BODY.P024,1,0,51,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_03.BODY.P025,1,0,109,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_03.BODY.P026,1,0,77,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_03.BODY.P027,1,0,183,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_03.BODY.P028,1,0,204,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_03.BODY.P029,1,0,39,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_03.BODY.P030,1,0,202,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_03.BODY.P031,1,0,109,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_03.BODY.P032,1,0,100,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_03.BODY.P033,1,0,207,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P012,1,0,94,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P013,1,0,79,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P014,1,0,128,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P015,1,0,107,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P016,1,0,98,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P017,1,0,139,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P018,1,0,95,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P019,1,0,292,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P020,1,0,53,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P021,1,0,34,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P022,1,0,10,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P023,1,0,25,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P024,1,0,65,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P025,1,0,96,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P026,1,0,121,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P027,1,0,50,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P028,1,0,90,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P029,1,0,172,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P030,1,0,128,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P031,1,0,93,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P032,1,0,122,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P033,1,0,161,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P037,1,0,99,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P038,1,0,60,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P039,1,0,31,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P040,1,0,247,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P041,1,0,47,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P042,1,0,35,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P043,1,0,206,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P044,1,0,128,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P045,1,0,190,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P046,1,0,26,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P047,1,0,58,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P048,1,0,62,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P049,1,0,191,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P050,1,0,130,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P051,1,0,238,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P052,1,0,159,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P053,1,0,184,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P054,1,0,293,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P056,1,18,182,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P057,1,0,67,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P058,1,0,48,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P059,1,0,114,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P060,1,0,104,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P061,1,0,143,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P062,1,0,57,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P063,1,0,118,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P064,1,0,194,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P065,1,0,176,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P066,1,0,161,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P067,1,0,268,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P068,1,0,107,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P069,1,0,285,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P070,1,0,148,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P071,1,0,141,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P072,1,0,181,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P073,1,0,46,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P074,1,0,136,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P075,1,0,32,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P076,1,0,47,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P077,1,0,76,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P078,1,0,62,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P079,1,0,224,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P080,1,0,135,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P081,1,0,120,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P082,1,0,137,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P083,1,0,74,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P084,1,0,64,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P085,1,0,143,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P086,1,0,70,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P087,1,0,127,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P095,1,0,65,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P096,1,0,153,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P097,1,0,798,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P098,1,0,216,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P099,1,0,61,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P100,1,0,91,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P101,1,0,156,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P102,1,0,440,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P103,1,0,174,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P104,1,0,104,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P105,1,0,195,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P106,1,0,92,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P107,1,0,179,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P108,1,0,82,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P109,1,0,245,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P110,1,0,184,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P113,1,0,241,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P114,1,0,190,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P115,1,0,285,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P116,1,0,70,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P117,1,0,108,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P118,1,0,129,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P119,1,0,109,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P120,1,0,80,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P121,1,0,118,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P125,1,0,310,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P126,1,0,65,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P127,1,0,489,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P128,1,0,169,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P129,1,0,214,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P130,1,0,116,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P131,1,0,30,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P132,1,0,132,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P133,1,0,60,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P134,1,0,161,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P135,1,0,257,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P136,1,0,71,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P137,1,0,44,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P138,1,0,81,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P139,1,0,88,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P140,1,0,304,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P146,1,13,54,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P147,1,0,284,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P148,1,0,88,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P149,1,0,185,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P150,1,0,202,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P151,1,0,150,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P152,1,0,104,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P153,1,0,42,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P154,1,0,180,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P155,1,0,138,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P156,1,0,247,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P157,1,0,88,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P158,1,0,65,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P159,1,0,232,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P160,1,0,121,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P161,1,0,99,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P162,1,0,283,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P166,1,0,209,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P167,1,0,68,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P168,1,0,79,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P170,1,0,143,MARY,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P171,1,0,197,MARY,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P172,1,0,58,MARY,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P173,1,0,69,MARY,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P174,1,0,161,MARY,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P175,1,0,114,MARY,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P176,1,0,186,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P177,1,0,108,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P178,1,0,119,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P179,1,0,76,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P180,1,0,182,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P181,1,0,30,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P182,1,0,120,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P183,1,0,38,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P184,1,0,64,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P185,1,0,163,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P186,1,0,60,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P187,1,0,66,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_04.BODY.P188,1,0,147,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_05.BODY.P008,1,0,667,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_05.BODY.P009,1,0,58,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_05.BODY.P010,1,0,52,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_05.BODY.P011,1,0,113,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_05.BODY.P012,1,0,360,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_05.BODY.P013,1,0,72,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_05.BODY.P014,1,0,378,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_05.BODY.P019,1,0,264,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_05.BODY.P020,1,0,169,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_05.BODY.P021,1,0,517,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_05.BODY.P022,1,0,128,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_05.BODY.P023,1,0,198,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_05.BODY.P024,1,0,468,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_05.BODY.P025,1,0,201,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_05.BODY.P026,1,0,66,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_05.BODY.P027,1,0,140,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_05.BODY.P030,1,0,1007,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_05.BODY.P031,1,0,169,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_05.BODY.P032,1,0,371,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_05.BODY.P033,1,0,534,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_05.BODY.P034,1,0,15,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_05.BODY.P035,1,0,68,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_05.BODY.P036,1,0,224,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_05.BODY.P037,1,0,102,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_05.BODY.P038,1,0,299,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_05.BODY.P039,1,0,391,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_05.BODY.P040,1,0,265,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_06.BODY.P007,1,0,172,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_06.BODY.P008,1,0,118,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_06.BODY.P009,1,0,183,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_06.BODY.P010,1,0,225,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_06.BODY.P011,1,0,69,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_06.BODY.P012,1,0,134,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_06.BODY.P013,1,0,521,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_06.BODY.P017,1,0,105,JESUS,NO
PASSION24.TEXT.RELATED_HOUR_06.BODY.P023,1,0,489,JESUS,NO
