target_id,run_index,start,end,presentation_speaker,adjudicated
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P083,1,0,88,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P084,1,0,85,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P085,1,0,89,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P091,1,34,249,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P092,1,0,165,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P093,1,0,85,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P094,1,0,106,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P095,1,0,159,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P096,1,0,142,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P097,1,0,187,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P098,1,0,136,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P099,1,0,307,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P100,1,0,186,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P101,1,0,76,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P102,1,0,187,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P103,1,0,234,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P104,1,0,244,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P105,1,0,32,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P106,1,0,115,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P107,1,0,292,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P108,1,0,79,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P109,1,0,91,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P110,1,0,150,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P111,1,0,176,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P115,1,65,246,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P116,1,0,343,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P117,1,0,233,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P118,1,0,403,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P119,1,0,45,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P120,1,0,117,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P121,1,0,165,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P122,1,0,227,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P123,1,0,64,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P126,1,0,314,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P127,1,0,271,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P128,1,0,288,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P131,1,13,79,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P132,1,0,93,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P133,1,0,132,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P134,1,0,424,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P135,1,0,78,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P136,1,0,63,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P137,1,0,103,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P138,1,0,451,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P139,1,0,355,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P144,1,0,183,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P145,1,0,237,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P146,1,0,75,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P149,1,0,429,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P150,1,0,225,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P151,1,0,82,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P152,1,0,94,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P153,1,0,291,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P154,1,0,246,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P155,1,0,69,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P156,1,0,112,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P157,1,0,308,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P158,1,0,126,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P164,1,0,171,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P165,1,0,45,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P166,1,0,249,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P167,1,0,106,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P168,1,0,84,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P173,1,0,308,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P174,1,0,111,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P175,1,0,178,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P176,1,0,323,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P177,1,0,280,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P178,1,0,44,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P179,1,0,414,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P180,1,0,226,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P181,1,0,281,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P182,1,0,179,JESUS,NO
PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P183,1,0,52,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P015,1,0,153,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P016,1,0,200,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P017,1,0,414,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P018,1,0,68,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P019,1,0,649,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P020,1,0,484,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P021,1,0,146,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P024,1,0,48,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P025,1,0,69,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P026,1,0,229,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P029,1,0,38,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P030,1,0,128,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P031,1,0,66,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P032,1,0,229,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P036,1,0,205,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P037,1,0,136,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P038,1,0,171,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P039,1,0,78,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P040,1,0,185,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P041,1,0,177,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P042,1,0,217,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P043,1,0,376,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P048,1,0,188,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P049,1,0,137,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P050,1,0,190,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P051,1,0,56,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P052,1,0,210,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P053,1,0,129,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P054,1,0,84,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P055,1,0,123,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P056,1,0,42,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P057,1,0,76,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P058,1,0,159,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P059,1,0,122,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P060,1,0,135,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P061,1,0,201,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P062,1,0,211,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P063,1,0,236,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P064,1,0,170,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P065,1,0,108,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P066,1,0,159,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P067,1,0,144,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P068,1,0,113,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P069,1,0,69,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P070,1,0,51,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P071,1,0,116,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P072,1,0,72,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P073,1,0,66,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P074,1,0,15,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P075,1,0,132,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P076,1,0,24,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P077,1,0,96,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P078,1,0,199,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P079,1,0,155,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P080,1,0,95,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P081,1,0,128,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P082,1,0,91,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P083,1,45,347,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P084,1,0,125,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P085,1,0,150,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P086,1,0,139,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P087,1,0,122,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P088,1,0,59,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P091,1,0,24,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P092,1,0,50,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P093,1,0,143,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P094,1,0,87,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P095,1,0,47,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P096,1,0,76,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P097,1,0,106,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P098,1,0,59,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P099,1,0,55,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P100,1,0,38,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P101,1,0,123,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P102,1,0,174,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P103,1,0,87,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P104,1,0,116,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P105,1,0,130,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P106,1,0,42,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P107,1,0,115,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P108,1,0,37,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P109,1,0,145,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P110,1,0,66,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P111,1,0,41,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P112,1,0,87,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P113,1,0,113,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P114,1,0,165,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P115,1,0,155,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P120,1,0,35,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P121,1,0,160,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P122,1,0,56,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P123,1,0,71,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P128,1,0,32,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P129,1,0,47,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P133,1,0,80,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P134,1,0,65,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P135,1,0,122,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P136,1,0,224,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P137,1,0,298,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P138,1,0,21,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P139,1,0,142,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P140,1,0,38,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P141,1,0,115,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P142,1,0,58,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P143,1,0,58,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P144,1,0,96,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P145,1,0,281,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P146,1,0,91,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P147,1,0,40,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P148,1,0,314,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P149,1,0,115,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P150,1,0,124,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P151,1,0,134,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P152,1,0,77,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P153,1,0,40,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P154,1,0,108,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P155,1,0,106,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P156,1,0,78,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P157,1,0,45,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P158,1,0,59,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P159,1,0,54,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P160,1,0,91,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P161,1,0,85,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P162,1,0,177,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P163,1,0,127,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P164,1,0,178,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P165,1,0,166,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P166,1,0,137,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P167,1,0,209,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P168,1,0,131,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P169,1,0,33,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P170,1,0,82,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P171,1,0,251,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P172,1,0,23,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P173,1,0,86,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P174,1,0,64,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P175,1,0,96,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P176,1,0,113,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P177,1,0,70,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P178,1,0,131,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P179,1,0,85,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P180,1,0,187,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P189,1,0,91,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P190,1,0,48,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P191,1,0,56,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P192,1,0,228,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P193,1,0,42,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P194,1,0,112,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P195,1,0,98,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P196,1,0,185,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P197,1,0,111,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P207,1,0,121,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P208,1,0,163,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P209,1,0,197,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P210,1,0,32,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P211,1,0,187,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P212,1,0,91,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P213,1,0,78,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P214,1,0,55,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P215,1,0,68,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P216,1,0,118,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P217,1,0,133,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P218,1,0,205,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P219,1,0,42,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P220,1,0,196,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P221,1,0,248,JESUS,NO
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P222,1,0,79,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P004,1,98,291,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P005,1,0,132,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P006,1,0,301,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P007,1,0,12,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P008,1,0,28,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P009,1,0,298,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P010,1,0,111,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P011,1,0,19,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P012,1,0,4,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P013,1,0,95,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P015,1,84,261,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P016,1,0,112,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P019,1,12,301,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P020,1,0,6,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P021,1,0,3,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P022,1,0,29,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P023,1,0,200,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P024,1,0,53,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P028,1,0,71,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P029,1,0,119,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P030,1,0,147,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P031,1,0,172,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P032,1,0,211,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P035,1,13,120,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P036,1,0,126,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P037,1,0,147,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P038,1,0,152,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P039,1,0,122,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P040,1,0,281,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P042,1,0,119,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P043,1,0,147,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P044,1,0,263,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P045,1,0,120,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P047,1,0,4,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P048,1,0,103,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P049,1,0,107,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P053,1,231,308,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P055,1,36,391,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P057,1,0,20,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P058,1,0,170,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P059,1,0,176,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P060,1,0,79,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P075,1,1,139,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P076,1,0,152,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P077,1,0,120,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P078,1,0,103,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P079,1,0,361,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P080,1,0,97,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P081,1,0,96,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P082,1,0,202,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P086,1,0,223,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P087,1,0,91,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P088,1,0,234,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P089,1,0,91,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P091,1,65,166,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P092,1,0,132,JESUS,NO
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P093,1,0,30,JESUS,NO
