group_key,para_id,start,end,text_sha256
PASSION24.HOUR.17.P001:0-25,PASSION24.HOUR.17.P001,0,25,24b6356d41a85dcc5309a577a28e3ce63ffb65bed2570510f9a285b9c36d5561
PASSION24.HOUR.17.P002:0-117,PASSION24.HOUR.17.P002,0,117,e924c9518b5e759f01b16e1c4736ed52fa3f5c623f764e42578dacbc2e3b4804
PASSION24.HOUR.17.P003:0-187,PASSION24.HOUR.17.P003,0,187,5f296b21bb592e99e39be04c6df36c530d19833ac8607a34e5633369a94bc923
PASSION24.HOUR.17.P004:0-158,PASSION24.HOUR.17.P004,0,158,67e8689e31cc1b1191850b505f28d1e1a1da0d55071e278c11ccf5fca5c0a7d8
PASSION24.HOUR.17.P005:0-179,PASSION24.HOUR.17.P005,0,179,7f8f2b0b56851e51b086384b7507723b5481d13cbbc1d836797f09a437d74084
PASSION24.HOUR.17.P006:0-27,PASSION24.HOUR.17.P006,0,27,7820ecb670b89ad00359a47ebd18c58f3c5935d108546931f9f79eb5f1f920d6
PASSION24.HOUR.17.P007:0-208,PASSION24.HOUR.17.P007,0,208,aea53d626c0626311a6af7b501a4ee85328b46dac308499e2ced54efa97f87fe
PASSION24.HOUR.17.P008:0-28,PASSION24.HOUR.17.P008,0,28,3578f6776f7a8707cb808cf3014dcfafb56d008d1f0fa40460cf69c9fffbc79f
PASSION24.HOUR.17.P009:0-94,PASSION24.HOUR.17.P009,0,94,5ebf33e0b41ded9cfb5384e6164f51a72ccc869778c5e35a44baeff25ecdd02f
PASSION24.HOUR.17.P010:0-235,PASSION24.HOUR.17.P010,0,235,48de34ac1db3dc5983f33705bc54c8030b284bb8494a846548053941f745080a
PASSION24.HOUR.17.P011:0-146,PASSION24.HOUR.17.P011,0,146,1f61dbb8c0a47563e58a0ceaf04edc8f59659e1b620e899f212e2003e5121f0d
PASSION24.HOUR.17.P012:0-130,PASSION24.HOUR.17.P012,0,130,7b26648708ad9dae51fcd67e3dfee854b2bbdd95ec3ecb6f3f59f415fce8d892
PASSION24.HOUR.17.P013:0-132,PASSION24.HOUR.17.P013,0,132,27f199ae47f2c526a9db49fd2722cbe6105fb3fb65730f2fa5e7e7555fca9073
PASSION24.HOUR.17.P014:0-47,PASSION24.HOUR.17.P014,0,47,e09ad269321dee88d2c7e5b35a05fc0b57ad152dac9087e4d329f256cd7de822
PASSION24.HOUR.17.P014:47-344,PASSION24.HOUR.17.P014,47,344,dbd29d2b0bc592e52d173ab065eafcabb8de8124ff7ed8d8022ddd938add8e6f
PASSION24.HOUR.17.P015:0-98,PASSION24.HOUR.17.P015,0,98,274cd20f4c17806a83d356829bc5c885916ed18fc1f7e14c9b3c3594b9217dec
PASSION24.HOUR.17.P016:0-163,PASSION24.HOUR.17.P016,0,163,872753f8e3a4f3fd5fbae7fbd36f18b576a87be87abd625ebeae5b265f7afb78
PASSION24.HOUR.17.P017:0-110,PASSION24.HOUR.17.P017,0,110,7ebda7e8bf12fa953a9f9402d8584a2579587cda7eace5074c1d254bfd09446d
PASSION24.HOUR.17.P018:0-129,PASSION24.HOUR.17.P018,0,129,159b741899e627f75686abe11c712ad1ebfe101b4d0e4ddbf0dc4a06c22781da
PASSION24.HOUR.17.P019:0-70,PASSION24.HOUR.17.P019,0,70,b164093365552ff1f4a3cd406803fb6a8dad497ac1c70b3a3871bf039ebf7c95
PASSION24.HOUR.17.P020:0-238,PASSION24.HOUR.17.P020,0,238,6895b48a07745dc3fbf321a79700333daca4214267769a677bf61b5d2eef21bf
PASSION24.HOUR.17.P021:0-191,PASSION24.HOUR.17.P021,0,191,21eb4b3ea152c015aed8891583f8c84f40a93ba630bf55bbaa718ce17248b9b1
PASSION24.HOUR.17.P022:0-118,PASSION24.HOUR.17.P022,0,118,7c8f69defbe9ed082b2e7f1b67fc3127792b24cb025f69f70ea22b49043c7650
PASSION24.HOUR.17.P023:0-193,PASSION24.HOUR.17.P023,0,193,85d3db162eb040714736ecfc1b8bfdb287137e85a6197bd70d4f57eaef1c4851
PASSION24.HOUR.17.P024:0-295,PASSION24.HOUR.17.P024,0,295,01aa9351eae0ad813eeccd681b9adb2fa280e43a3da2532a0c113d2a185f08d4
PASSION24.HOUR.17.P025:0-44,PASSION24.HOUR.17.P025,0,44,c03acaa6e386eabed6c837f6942be1a81b2e84b569c701cb2711592275c7169d
PASSION24.HOUR.17.P026:0-163,PASSION24.HOUR.17.P026,0,163,24901328449d6e1767f32678110e70e1bf3db9d8ca384b09166a0cf7f6bbb0ae
PASSION24.HOUR.17.P027:0-155,PASSION24.HOUR.17.P027,0,155,80f2163348140585ccf3ecfd882a2e80c9407361a3380634659c36779d0b79b9
PASSION24.HOUR.17.P027:155-448,PASSION24.HOUR.17.P027,155,448,38d5dec2bd67871a44f6f90e4018bd6684f3e12a0750db982433507a11653b0d
PASSION24.HOUR.17.P028:0-216,PASSION24.HOUR.17.P028,0,216,e142b9096961cfb44a562c40d887e35d954ffc4bdf3fd5a814e2927f0c75a512
PASSION24.HOUR.17.P029:0-75,PASSION24.HOUR.17.P029,0,75,b543fb98ba1a4243c01147bad36ce46ec5f88b69fcca919e42a73a7f0ec81748
PASSION24.HOUR.17.P030:0-36,PASSION24.HOUR.17.P030,0,36,d92540a8be958a2caed9a6a0e010ff6457f3700746ccac831ca42bc99c991370
PASSION24.HOUR.17.P031:0-247,PASSION24.HOUR.17.P031,0,247,35b6eba3e7fce8d1c27581e785ad26a1d49d5e9556d5c0f2e28afec2096d187b
PASSION24.HOUR.17.P032:0-301,PASSION24.HOUR.17.P032,0,301,e1bb6d11b6002585e892db0f2c6c723eeeb161f1f498f8c2f27ecd7a8aa167a3
PASSION24.HOUR.17.P033:0-355,PASSION24.HOUR.17.P033,0,355,b5f1ab8c75c228236f6988005e373064986c62cb8cdd115e4c17a52ed63ede82
PASSION24.HOUR.17.P034:0-171,PASSION24.HOUR.17.P034,0,171,22def21b225d3fdc9e15a9ebf02797266abb3370cadc651f5b71a1e141cdc944
PASSION24.HOUR.17.P035:0-255,PASSION24.HOUR.17.P035,0,255,ee0ed172e279ae9ec122532760da76964649e9ef7909631f141f5ac39fb1da25
PASSION24.HOUR.17.P037:0-128,PASSION24.HOUR.17.P037,0,128,56b41fa05b463c257d4725f8801ee95a4b38e06672905f392435cb6592817ff3
PASSION24.HOUR.17.P038:0-92,PASSION24.HOUR.17.P038,0,92,190c1c2e1820c44a7f22ef2e2bcad276225071cdc9800db2a48e168192b02ac7
PASSION24.HOUR.17.P039:0-42,PASSION24.HOUR.17.P039,0,42,2c2c09524ca18c8bb6215f5a9574358c1fe68db00b850a20396bf498edf9b375
PASSION24.HOUR.17.P040:0-396,PASSION24.HOUR.17.P040,0,396,8cd4d7b64ef95700711eeb9f9162a767dc5a08c1ba29ff3a53f007f5aa43ef70
PASSION24.HOUR.17.P041:0-148,PASSION24.HOUR.17.P041,0,148,0b03954758dabe7b3e16c0828cc5dca562032f622d7db1676448ce07c2864701
PASSION24.HOUR.17.P042:0-144,PASSION24.HOUR.17.P042,0,144,05d1ec0420128ccb339e0e68ab5a0441c73f0affd5a838b4e063c3bb6aac252f
PASSION24.HOUR.17.P044:0-293,PASSION24.HOUR.17.P044,0,293,ed381e6e966acab69cfadaa5eb3796bbe511112f56942fab92b3f46cf490896a
PASSION24.HOUR.17.P044:293-362,PASSION24.HOUR.17.P044,293,362,a9c7842383ac84ea22ee29cd8c5f3a4752173cfeeb90ee004845227b22df3ee3
PASSION24.HOUR.17.P045:0-182,PASSION24.HOUR.17.P045,0,182,6d01b3f721a66ce32465380fc48384bb4c789dc3327bfddeb653f696cccd69d1
PASSION24.HOUR.17.P046:0-185,PASSION24.HOUR.17.P046,0,185,f0e396583cb07d1be1754342dd2d0b9ceb373a809e76c61a37e60d6013e41eee
PASSION24.HOUR.17.P047:0-252,PASSION24.HOUR.17.P047,0,252,422c2edb91b311c86621eacbb4b0d6d2c39ea5423af2d71cbdbf46444f57e26a
PASSION24.HOUR.17.P048:0-272,PASSION24.HOUR.17.P048,0,272,6af082cb7caaf289856bc46e91e231f83d3aaad30edba6746fa811b58a3fc247
PASSION24.HOUR.17.P049:0-38,PASSION24.HOUR.17.P049,0,38,12886199af3095da654c92bff1e34523f634e9e5db723f491f1fa4cacc48ad3b
PASSION24.HOUR.17.P050:0-116,PASSION24.HOUR.17.P050,0,116,0a803bb640bd61beef792e2eca1554bad98c41138aa18719b5ce2f8fa49d9239
PASSION24.HOUR.17.P051:0-113,PASSION24.HOUR.17.P051,0,113,3a4c26f049a9f1ce6015212c0e690f3ff9cf436ff9e757034802773a6c45f8df
PASSION24.HOUR.17.P052:0-205,PASSION24.HOUR.17.P052,0,205,d1fe0d2b1700fd966b319d23935527368789ae954c34e6d94dcb286ce3c48cf4
PASSION24.HOUR.17.P053:0-100,PASSION24.HOUR.17.P053,0,100,80bfef0839a2331891f2845c07c36d4bb779fa6204d09503a715c4087f01952f
PASSION24.HOUR.17.P054:0-169,PASSION24.HOUR.17.P054,0,169,34c69a1d9f581c0428885b59c6147848880dd64700430821e92bd0f5abeaf35f
PASSION24.HOUR.17.P055:0-340,PASSION24.HOUR.17.P055,0,340,4b457d319ded26c16e17aa0879c06a9bbc3a29764788ad4b695b7189aba0432b
PASSION24.HOUR.17.P056:0-110,PASSION24.HOUR.17.P056,0,110,ff17176d4bb9ac8aad9d05e8d6c211254fee7eb6ddb2eda8904707676b4d07dc
PASSION24.HOUR.17.P057:0-182,PASSION24.HOUR.17.P057,0,182,7352e883e38ad1090b9b3aeee840ae806b89a3c432aa1b29f6f51b67c6cf2968
PASSION24.HOUR.17.P058:0-112,PASSION24.HOUR.17.P058,0,112,9116f92a7dc256a7d4dd40b7af59ccf9c907346a423adeb186eaa6e20ab78fd8
PASSION24.HOUR.17.P059:0-124,PASSION24.HOUR.17.P059,0,124,b0c55b3e048d8469c00fc7d96c2239ab36a8262ea72d80e413aa0c82fac8a570
PASSION24.HOUR.17.P060:0-160,PASSION24.HOUR.17.P060,0,160,a675b38304f5ef4a4e7b0536164bd12f00a83f8d88d2ad28963ce6767b3d21fa
PASSION24.HOUR.17.P061:0-111,PASSION24.HOUR.17.P061,0,111,99342aa83d15b11b861f7cf7a4c58aac573e90cdb6b7ac353b808decaba5497a
PASSION24.HOUR.17.P062:0-199,PASSION24.HOUR.17.P062,0,199,1d4ee1cc16c211e00a9b7060877097d4830f43a4d5042aad3ea57d8abc1c4849
PASSION24.HOUR.17.P063:0-235,PASSION24.HOUR.17.P063,0,235,7770176581e5e07a7614120db76fcd2de3a13a31eee658f2ebf8b0b416d22d81
PASSION24.HOUR.17.P064:0-108,PASSION24.HOUR.17.P064,0,108,efa5d18ebacef90f66590b371bf8e3a988db918b22cb5257fbc4c7c952e49ae9
PASSION24.HOUR.17.P065:0-134,PASSION24.HOUR.17.P065,0,134,e1a971de8b4399b44ab16d4818fedb4ca986be93bec684b8401cf0b2e84d084a
PASSION24.HOUR.17.P066:0-220,PASSION24.HOUR.17.P066,0,220,948eab6cace532fca3fef7af3c4d7770b8e08e9cba7b0bb05910fdc27c11f080
PASSION24.HOUR.17.P067:0-174,PASSION24.HOUR.17.P067,0,174,0c872747be899e8add17c48cd6d0a000895fadfe7dae2fde530c7d8b3e57d71a
PASSION24.HOUR.17.P068:0-163,PASSION24.HOUR.17.P068,0,163,646569e54996c50e1d78ee6536e23b8bd6a7cd96baa434dad65b3ab5accd4145
PASSION24.HOUR.17.P069:0-80,PASSION24.HOUR.17.P069,0,80,35b11dd83f4eb937eb6d348cc1c1bd3a8e51b0700efdc0e0ad561d2cd3094156
PASSION24.HOUR.17.P070:0-175,PASSION24.HOUR.17.P070,0,175,e3154410fd976bfe58d1438bff9750872b164d4b1899022df8b2c1ce4ef8219e
PASSION24.HOUR.17.P071:0-171,PASSION24.HOUR.17.P071,0,171,d5e0ab264113fa626904c62a5ee33978bf429158661c43f7cb9105ffa150150f
PASSION24.HOUR.17.P072:0-25,PASSION24.HOUR.17.P072,0,25,24b6356d41a85dcc5309a577a28e3ce63ffb65bed2570510f9a285b9c36d5561
PASSION24.HOUR.17.P073:0-205,PASSION24.HOUR.17.P073,0,205,c2af0e0e74665cda9d308f3d2d75b2c6847275f48b2bbe74cdd3218b63f19d6c
PASSION24.HOUR.17.P074:0-160,PASSION24.HOUR.17.P074,0,160,8d2dd9b936eb4aecfd0b2d959049f1a1ab7df6ebf1c464c91b035238a5943552
PASSION24.HOUR.17.P075:0-301,PASSION24.HOUR.17.P075,0,301,b0a43aa1d6daea87b99620c96482baf463284b90dcba12860adc3cb8cf6bf6a3
PASSION24.HOUR.17.P076:0-104,PASSION24.HOUR.17.P076,0,104,b049d01ded8f397717ac28e36ddabde90544575bc5a3e92ae85358345d4859ec
PASSION24.HOUR.17.P077:0-229,PASSION24.HOUR.17.P077,0,229,dd1636ddc60bd5665a7a5bab0431c27bb21c8f1984634ee109640692b53e024e
PASSION24.HOUR.17.P078:0-91,PASSION24.HOUR.17.P078,0,91,4d200527024f854783fc55ab1ba6525d844862e5b948175e31a5c50826781387
PASSION24.HOUR.17.P079:0-70,PASSION24.HOUR.17.P079,0,70,4de246d80e6bf34916f8b3e72d404c63a8a9d215a77246e425f7625e273144f7
PASSION24.HOUR.17.P080:0-145,PASSION24.HOUR.17.P080,0,145,2451fd561e9096a0b8b43c904c432e2f5e5d41a95c4f873c20bd56ac71cbcb37
PASSION24.HOUR.17.REF.P001:0-208,PASSION24.HOUR.17.REF.P001,0,208,dad5a358980a9d88ea9031fa5e0ad376ba0ac9d8d75bb67c37f73ab85dcec84a
PASSION24.HOUR.17.REF.P002:0-172,PASSION24.HOUR.17.REF.P002,0,172,3912040744662ef70cc91f05f74dd26243b5dd56613014984bab288686923733
PASSION24.HOUR.17.REF.P003:0-316,PASSION24.HOUR.17.REF.P003,0,316,8918a47db77126f1d40c88f7c6b3cb7e2bb2d18844701daf0a2e59bbd74f6be2
PASSION24.HOUR.17.REF.P004:0-140,PASSION24.HOUR.17.REF.P004,0,140,c0e37a5c2d5dee338132e664e86deb867e4bbcc4e60a8b98d41578e1d45e80a4
PASSION24.HOUR.17.REF.P005:0-163,PASSION24.HOUR.17.REF.P005,0,163,f6526c551168bf6ec3bd84ff873b9253f3cfda5d370dedc6eebdffa5794baf43
PASSION24.HOUR.17.REF.P006:0-260,PASSION24.HOUR.17.REF.P006,0,260,5b68a9ac8acacc74c066ce5c02e2db3f200625adb33c473a9aa3e9b6e605e473
PASSION24.HOUR.17.REF.P007:0-118,PASSION24.HOUR.17.REF.P007,0,118,79728060e4c2d8c84ba96a5b36751c2a8d46f47867520fdb2e74c786910a9460
PASSION24.HOUR.17.REF.P008:0-295,PASSION24.HOUR.17.REF.P008,0,295,0f49f451bb9df38b6b500a0475645301a7240efa2ff39611d6a56f43efacd53c
PASSION24.HOUR.17.REF.P009:0-190,PASSION24.HOUR.17.REF.P009,0,190,05698abf00c31ae118ab2f88f3349ea65e0d142e3785f5f26bc107da5a714773
PASSION24.HOUR.17.REF.P010:0-71,PASSION24.HOUR.17.REF.P010,0,71,e64f054809f6a271e49b61b057422df118cbc23d157033d6389544ae7e12dae9
PASSION24.HOUR.17.REF.P011:0-220,PASSION24.HOUR.17.REF.P011,0,220,6080a1f11a8a01562b104a592f86f1f849e22bde13f9b62aab25a9d091e2bffc
PASSION24.HOUR.17.REF.P012:0-172,PASSION24.HOUR.17.REF.P012,0,172,a02eee06a145f1f3d832c62160e1d9f27e1e2e727fbf54bc0c6cac86d89dfc26
PASSION24.HOUR.17.REF.P013:0-175,PASSION24.HOUR.17.REF.P013,0,175,8babbb9b417744fbee7740241de609b62a1262a3c3048d13552a66920750a29a
PASSION24.HOUR.17.REF.P014:0-252,PASSION24.HOUR.17.REF.P014,0,252,1e781671a94544c7350aee90bc1cccfa9e85fc03c38d4ce4bc6f9fa74332a26a
PASSION24.HOUR.17.REF.P015:0-376,PASSION24.HOUR.17.REF.P015,0,376,bdf661f6b06302a99fe60b8caacc1a92cde1edfb31fded1017c250bb97d73d2f
PASSION24.HOUR.17.REF.P016:0-122,PASSION24.HOUR.17.REF.P016,0,122,f329fe602f68733932f9a04656a2c1c518eae4e28e4d80670c018fd582eba7be
PASSION24.HOUR.17.REF.P017:0-171,PASSION24.HOUR.17.REF.P017,0,171,36206838cd4d74495cded6cfdd0d98f3827f8320d4edd85f64fa94ab84f7317c
PASSION24.HOUR.17.REF.P018:0-432,PASSION24.HOUR.17.REF.P018,0,432,c5caa9e8095c5461ce790b9d34456bfbdf1d1f1d1dde6360c304f9c269da1670
PASSION24.HOUR.17.REF.P019:0-282,PASSION24.HOUR.17.REF.P019,0,282,0047ce0712df71381265f6e19e6bd1affda58ac59725b79c5f16891eb30d7d8f
PASSION24.HOUR.17.REF.P020:0-204,PASSION24.HOUR.17.REF.P020,0,204,44064dbf96ee2defdd6e3c351439c086ad1eb618715e74ba30987309549628c2
PASSION24.HOUR.17.REF.P021:0-74,PASSION24.HOUR.17.REF.P021,0,74,f06aac9f237471c1a7a5760e5905d28aca92a033ccbbfd4c1446d2a2a4c989b7
PASSION24.HOUR.17.REF.P022:0-154,PASSION24.HOUR.17.REF.P022,0,154,3f449150f69bbb4f697990ef2757ade0cfa907e6dfb469a46786cdf2773ca0b2
PASSION24.HOUR.18.P001:0-294,PASSION24.HOUR.18.P001,0,294,4fca86637293971c3c0ee5296ce76c141f88268d1565ef556e0dfdf5775ea35e
PASSION24.HOUR.18.P002:0-61,PASSION24.HOUR.18.P002,0,61,7ca7f88d4973bbb8bf226a8a63f7d611f2a1196c815b96a9b0ba9ea4a5745274
PASSION24.HOUR.18.P002:61-110,PASSION24.HOUR.18.P002,61,110,a6644c7ed9142dbb9b38340ba16cdf6f6c55b83da62123910ef28859b515f6db
PASSION24.HOUR.18.P003:0-97,PASSION24.HOUR.18.P003,0,97,d9b5ca3773c13765ba9e8c42d63741b44198990a191b683a5c13e59fbe3e0898
PASSION24.HOUR.18.P004:0-15,PASSION24.HOUR.18.P004,0,15,778310d98f0143033e58c2816e8fcd46538564c5a3d478de7a3ff602cc414142
PASSION24.HOUR.18.P005:0-116,PASSION24.HOUR.18.P005,0,116,534953422f948d00a9b8ea143311896941267504a9838ca3c9b701893f35c71c
PASSION24.HOUR.18.P006:0-49,PASSION24.HOUR.18.P006,0,49,108d4fbfd63ee5043cdcb73784c98cadfdaa8b4be25664386041db2fc0cd49de
PASSION24.HOUR.18.P007:0-163,PASSION24.HOUR.18.P007,0,163,23a890d0af1e3542ce2f4cf0105544509f4ba3f74ad0010f8ab1f6ac70ff365e
PASSION24.HOUR.18.P008:0-486,PASSION24.HOUR.18.P008,0,486,84ea6408889a5aed55203f4c421e3f4530a8926ba8ed1318d1a01a33d96a0da5
PASSION24.HOUR.18.P009:0-200,PASSION24.HOUR.18.P009,0,200,41283b961441bdfe7f9558411ead96d7ba1cc1be39ba95fd92d789743a536478
PASSION24.HOUR.18.P010:0-318,PASSION24.HOUR.18.P010,0,318,fbe09eb173f3e8582975795cedc58ce140bf5afd2ebe0aa989c011ddff534d6a
PASSION24.HOUR.18.P011:0-180,PASSION24.HOUR.18.P011,0,180,9dd61c61b280de388308015c41af4c446cc71976caa9c54b8c32395b219d96f7
PASSION24.HOUR.18.P012:0-75,PASSION24.HOUR.18.P012,0,75,e61c6e1bda856ecca87f2e82e8ca30f76d2077d60ce4223035caaa72adf67d2c
PASSION24.HOUR.18.P013:0-89,PASSION24.HOUR.18.P013,0,89,812333225f8b480c4653275c627043f1bf78db60b6c8a9ef462fdae60a0087b1
PASSION24.HOUR.18.P014:0-269,PASSION24.HOUR.18.P014,0,269,69f9821a7ad55b8a760f35464212f28d959da3786e1be5f171487e2d2a59d105
PASSION24.HOUR.18.P015:0-224,PASSION24.HOUR.18.P015,0,224,13cabb04b68737e8153cf984f132afb63ed40770145f28c38e4d8d32c7d65f46
PASSION24.HOUR.18.P016:0-50,PASSION24.HOUR.18.P016,0,50,52a3839fd671a5d3e638f9c9e5e0b81fb662e9828a92f1f4f5bd013198add021
PASSION24.HOUR.18.P017:0-159,PASSION24.HOUR.18.P017,0,159,3d8efc70284eb817abd6a3dc970b41ce4c26b3411f11a24df6e03674dfc52813
PASSION24.HOUR.18.P018:0-248,PASSION24.HOUR.18.P018,0,248,3dade8242305bcaa76339c1cdda04db29307aee85102b7a54d1cc55e31301ef0
PASSION24.HOUR.18.P019:0-171,PASSION24.HOUR.18.P019,0,171,22715baa9dfba74702ebedc6a2f13504aff8ac6b19d53e19366a8e26031db70b
PASSION24.HOUR.18.P020:0-83,PASSION24.HOUR.18.P020,0,83,8514b77a5ae010d3ec4bfd7cb061ba621ef65d8a497f406b62b8637ec038704b
PASSION24.HOUR.18.P021:0-79,PASSION24.HOUR.18.P021,0,79,2a5e8f1f7ee641aa2483d8f17393f44acea044a8cbaaabd5f07c8226f3d0aa90
PASSION24.HOUR.18.P022:0-45,PASSION24.HOUR.18.P022,0,45,1ed6ca2bfd97cab6a12648a636852e350beb55365d7ecdf45b49767ed91bd8b0
PASSION24.HOUR.18.P023:0-58,PASSION24.HOUR.18.P023,0,58,e6cd49c7baf0a98c5913b4702f2eac36479ce3d392035688c3849ff09b4a3937
PASSION24.HOUR.18.P024:0-59,PASSION24.HOUR.18.P024,0,59,9cc04399cc04a3b0997befe99f78f155dfc60484318b6c39bb05e4b4f4cd7e04
PASSION24.HOUR.18.P025:0-111,PASSION24.HOUR.18.P025,0,111,730d2333d4dddca880f55118714b02163e634f4fa561aa42b63805d10ed7a03e
PASSION24.HOUR.18.P026:0-126,PASSION24.HOUR.18.P026,0,126,1d63be17571935675d6734b6024863e9e8fe1f456761753b5604d102dd588dae
PASSION24.HOUR.18.P027:0-309,PASSION24.HOUR.18.P027,0,309,c1c7144e35384e8e4b50f6cb4fa16d3fd77ebb3ede46e568ddfb0df91daa3f35
PASSION24.HOUR.18.P028:0-310,PASSION24.HOUR.18.P028,0,310,af7223d0a9f82234108b7e2f9cfe2d1c7b2bb5c5ea3e6b3be0a9df739c105541
PASSION24.HOUR.18.P029:0-410,PASSION24.HOUR.18.P029,0,410,16dc508ffbed865075e1cbc8b27204593042bff619b5d68ff6902ebc50ede635
PASSION24.HOUR.18.P030:0-33,PASSION24.HOUR.18.P030,0,33,dc6adbd39a60aa1c65b020fc6fff5ea45eadd6be2d6877452a8d25f0f281f1f6
PASSION24.HOUR.18.P031:0-156,PASSION24.HOUR.18.P031,0,156,8964ee55011cf2098a00635dcff2a4e7ccb4ce7eb1f32517fa4dbbf8033a1beb
PASSION24.HOUR.18.P031:156-419,PASSION24.HOUR.18.P031,156,419,1c1de45e9902d041fbde88cdbddb64177047af64781dc229d927a69b056230c4
PASSION24.HOUR.18.P032:0-120,PASSION24.HOUR.18.P032,0,120,e35c7969d16dadeb70ba49f5e7101a32272c07dac8fbb0796dd7ae400e6dee73
PASSION24.HOUR.18.P033:0-254,PASSION24.HOUR.18.P033,0,254,dd689500304d17f2ab8bc7056ea3f67e2939847060f37fb47725c52d3fd8bd68
PASSION24.HOUR.18.P035:0-261,PASSION24.HOUR.18.P035,0,261,98d65feaf2991ed99d1980abea272ff8e6f724dd5385fb671d3477c5b33c9567
PASSION24.HOUR.18.P036:0-343,PASSION24.HOUR.18.P036,0,343,7495f7f5527d2ce20c82e82a73f2f100b8d5058ed87afd8b71451253c584ba1e
PASSION24.HOUR.18.P037:0-383,PASSION24.HOUR.18.P037,0,383,4418b4597b0c75cdb11a650095b566871640d594653df6e409757d47217a98ee
PASSION24.HOUR.18.P038:0-148,PASSION24.HOUR.18.P038,0,148,74ca6b80e927e232c7be10fdd6b07856e1bca50c793366f4c8dc0b88f0d14137
PASSION24.HOUR.18.P039:0-146,PASSION24.HOUR.18.P039,0,146,5fa2fc3b120a8061d4b968ae75d21625456e222132066678697912ab862329fa
PASSION24.HOUR.18.P040:0-181,PASSION24.HOUR.18.P040,0,181,401654cb5fd6b099077defba746a3309360bdc5e7a856cac970072c392022646
PASSION24.HOUR.18.P041:0-419,PASSION24.HOUR.18.P041,0,419,867f3cd9cf17520110d068e762a188b78d6a999c8c86fe2881df95639be7e799
PASSION24.HOUR.18.P042:0-107,PASSION24.HOUR.18.P042,0,107,fcb96f5b531cc6043ab1db37b5e20af4962547841e381b179dd91f691c4fe5c6
PASSION24.HOUR.18.P043:0-21,PASSION24.HOUR.18.P043,0,21,dd63ee65fc414d26e5d8b22a567e91b84020ad6224b4b52a660996a01cbdbc0e
PASSION24.HOUR.18.P044:0-119,PASSION24.HOUR.18.P044,0,119,30b6011fe2bac91abdace49e3c5bdb46a006d06e2018b9067e4f39a53c1f39f3
PASSION24.HOUR.18.P045:0-79,PASSION24.HOUR.18.P045,0,79,e43870be19b74aa664ccad412ffa868922f1c595275c8bee1282568f8c5cf580
PASSION24.HOUR.18.P046:0-39,PASSION24.HOUR.18.P046,0,39,a4fa171d885920aaee4101f36a68fd48653e18f20be77b26f9ca43dbe3ea101d
PASSION24.HOUR.18.P047:0-73,PASSION24.HOUR.18.P047,0,73,a39751fe1d1fb1af2d5a19392aa2c3b7eee8bd7b3615c741189722de032bc682
PASSION24.HOUR.18.P048:0-216,PASSION24.HOUR.18.P048,0,216,91982ec20dc1fca15b534b326c02ded52979cb8cbb0dff197217948d14e77e7b
PASSION24.HOUR.18.P049:0-57,PASSION24.HOUR.18.P049,0,57,acb47883c3fdef8df0851c54ac2580b10c3c77efcab82a980a4e46ad1e0ca3b6
PASSION24.HOUR.18.P050:0-33,PASSION24.HOUR.18.P050,0,33,bc1d3ed28f9e96dc9c6307e28ec88479d984969cf3caa401e2d09a61d5200e94
PASSION24.HOUR.18.P051:0-263,PASSION24.HOUR.18.P051,0,263,2d5d98edd3d25b6c63332584cbe906299a65206fa8d7f27847b4ae83dfe8284b
PASSION24.HOUR.18.P052:0-345,PASSION24.HOUR.18.P052,0,345,c22e07cb6586e0e8d71654f9fac672cf9c4abdb9244830e81ada24aab6dc26e0
PASSION24.HOUR.18.P053:0-35,PASSION24.HOUR.18.P053,0,35,4dab4eef7a3ad4a1c5bd7d4c1de6ad45c6a2f78ea1a525899c1c5ea524aa048a
PASSION24.HOUR.18.P054:0-98,PASSION24.HOUR.18.P054,0,98,56d2e525934bbae37e6e2f3f84edbc0f7b11cd1cfc25b9957bac8523c4cfba2f
PASSION24.HOUR.18.P055:0-262,PASSION24.HOUR.18.P055,0,262,a9bf0763d696fd2bdfb3863362841cc63b9967cab24a6c09766b49de141f3d3c
PASSION24.HOUR.18.P056:0-283,PASSION24.HOUR.18.P056,0,283,273213a9c9d04e29472df477184f355fed375c6016a310f3aa5f644cdbc48b3e
PASSION24.HOUR.18.P057:0-124,PASSION24.HOUR.18.P057,0,124,d2a46d2b7b6992cd1c7263a91647589aff9295653451af4d8d9787b3a7a1b49a
PASSION24.HOUR.18.P058:0-317,PASSION24.HOUR.18.P058,0,317,5b51e4c967e4cc071b5f58302b9caf99efa74447a7ffafd2c4ad6128b4ed2c7b
PASSION24.HOUR.18.P059:0-33,PASSION24.HOUR.18.P059,0,33,f78446e24fac4d124020ed8f0133277a27c5e46fb541d67ad42e173218f833dc
PASSION24.HOUR.18.P060:0-159,PASSION24.HOUR.18.P060,0,159,106a1b648dfb109c0497ad6600803da16539eeca0da335664e62ecee3854cc78
PASSION24.HOUR.18.P061:0-53,PASSION24.HOUR.18.P061,0,53,14a081bcdd41084298f8aaa71aa80f9cbcd091e905b399c19df8e88524a5f511
PASSION24.HOUR.18.P062:0-119,PASSION24.HOUR.18.P062,0,119,2a2f66d97f9976a115cd33a1c34d4311df1d641f893b5bd691bf7940184117bf
PASSION24.HOUR.18.P063:0-245,PASSION24.HOUR.18.P063,0,245,ae5a7f5de98eec608ad15342643772f20c5f59cb08c0f2958a42844086e2b858
