file,pattern,offset,classification
reports/ldc_ra19b_flow_boundary_sync_ledger.json,Version 29,562340,CURRENT_AUTHORITY_PROVENANCE
reports/ldc_ra19b_flow_boundary_sync_ledger.json,Version 29,564162,CURRENT_AUTHORITY_PROVENANCE
reports/ldc_ra19b_flow_boundary_sync_ledger.json,Version 29,566400,CURRENT_AUTHORITY_PROVENANCE
reports/ldc_ra19b_flow_boundary_sync_ledger.json,Version 29,570745,CURRENT_AUTHORITY_PROVENANCE
reports/ldc_ra19b_flow_boundary_sync_ledger.json,Version 29,572942,CURRENT_AUTHORITY_PROVENANCE
reports/ldc_ra19b_flow_boundary_sync_ledger.json,Version 29,575169,CURRENT_AUTHORITY_PROVENANCE
reports/ldc_ra19b_flow_boundary_sync_ledger.json,Version 29,577864,CURRENT_AUTHORITY_PROVENANCE
reports/ldc_ra19b_flow_boundary_sync_ledger.json,Version 29,581075,CURRENT_AUTHORITY_PROVENANCE
reports/ldc_ra19b_flow_boundary_sync_ledger.json,Version 29,584245,CURRENT_AUTHORITY_PROVENANCE
reports/ldc_ra19b_flow_boundary_sync_ledger.json,Version 29,585725,CURRENT_AUTHORITY_PROVENANCE
reports/ldc_ra19b_flow_boundary_sync_ledger.json,Version 29,587319,CURRENT_AUTHORITY_PROVENANCE
scripts/L24H_v101102_LDC_PRESENTATION_PROJECTION_PARITY_REPAIR_HARDGATED_SCRIPT_2026-08-22.md,v101.101,405,SPECIFICATION_OR_HISTORICAL_ALLOWED
scripts/L24H_v101102_LDC_PRESENTATION_PROJECTION_PARITY_REPAIR_HARDGATED_SCRIPT_2026-08-22.md,v101.101,2027,SPECIFICATION_OR_HISTORICAL_ALLOWED
scripts/L24H_v101102_LDC_PRESENTATION_PROJECTION_PARITY_REPAIR_HARDGATED_SCRIPT_2026-08-22.md,v101.101,2288,SPECIFICATION_OR_HISTORICAL_ALLOWED
scripts/L24H_v101102_LDC_PRESENTATION_PROJECTION_PARITY_REPAIR_HARDGATED_SCRIPT_2026-08-22.md,v101.101,2356,SPECIFICATION_OR_HISTORICAL_ALLOWED
scripts/L24H_v101102_LDC_PRESENTATION_PROJECTION_PARITY_REPAIR_HARDGATED_SCRIPT_2026-08-22.md,v101.101,2472,SPECIFICATION_OR_HISTORICAL_ALLOWED
scripts/L24H_v101102_LDC_PRESENTATION_PROJECTION_PARITY_REPAIR_HARDGATED_SCRIPT_2026-08-22.md,v101.101,3202,SPECIFICATION_OR_HISTORICAL_ALLOWED
scripts/L24H_v101102_LDC_PRESENTATION_PROJECTION_PARITY_REPAIR_HARDGATED_SCRIPT_2026-08-22.md,v101.101,5701,SPECIFICATION_OR_HISTORICAL_ALLOWED
scripts/L24H_v101102_LDC_PRESENTATION_PROJECTION_PARITY_REPAIR_HARDGATED_SCRIPT_2026-08-22.md,v101.101,6096,SPECIFICATION_OR_HISTORICAL_ALLOWED
scripts/L24H_v101102_LDC_PRESENTATION_PROJECTION_PARITY_REPAIR_HARDGATED_SCRIPT_2026-08-22.md,v101.101,13032,SPECIFICATION_OR_HISTORICAL_ALLOWED
scripts/L24H_v101102_LDC_PRESENTATION_PROJECTION_PARITY_REPAIR_HARDGATED_SCRIPT_2026-08-22.md,v101.101,21677,SPECIFICATION_OR_HISTORICAL_ALLOWED
scripts/L24H_v101102_LDC_PRESENTATION_PROJECTION_PARITY_REPAIR_HARDGATED_SCRIPT_2026-08-22.md,v101.101,23469,SPECIFICATION_OR_HISTORICAL_ALLOWED
scripts/L24H_v101102_LDC_PRESENTATION_PROJECTION_PARITY_REPAIR_HARDGATED_SCRIPT_2026-08-22.md,v101.101,28572,SPECIFICATION_OR_HISTORICAL_ALLOWED
scripts/L24H_v101102_LDC_PRESENTATION_PROJECTION_PARITY_REPAIR_HARDGATED_SCRIPT_2026-08-22.md,v101.101,31124,SPECIFICATION_OR_HISTORICAL_ALLOWED
scripts/L24H_v101102_LDC_PRESENTATION_PROJECTION_PARITY_REPAIR_HARDGATED_SCRIPT_2026-08-22.md,v101.101,36646,SPECIFICATION_OR_HISTORICAL_ALLOWED
scripts/L24H_v101102_LDC_PRESENTATION_PROJECTION_PARITY_REPAIR_HARDGATED_SCRIPT_2026-08-22.md,v101.101,36795,SPECIFICATION_OR_HISTORICAL_ALLOWED
scripts/L24H_v101102_LDC_PRESENTATION_PROJECTION_PARITY_REPAIR_HARDGATED_SCRIPT_2026-08-22.md,v101.101,37032,SPECIFICATION_OR_HISTORICAL_ALLOWED
scripts/L24H_v101102_LDC_PRESENTATION_PROJECTION_PARITY_REPAIR_HARDGATED_SCRIPT_2026-08-22.md,RA18,28813,SPECIFICATION_OR_HISTORICAL_ALLOWED
scripts/L24H_v101102_LDC_PRESENTATION_PROJECTION_PARITY_REPAIR_HARDGATED_SCRIPT_2026-08-22.md,Version 29,5076,SPECIFICATION_OR_HISTORICAL_ALLOWED
scripts/L24H_v101102_LDC_PRESENTATION_PROJECTION_PARITY_REPAIR_HARDGATED_SCRIPT_2026-08-22.md,L24H_v101101,2102,SPECIFICATION_OR_HISTORICAL_ALLOWED
version.json,Version 29,208,CURRENT_AUTHORITY_PROVENANCE
